date,label,text_processed
2025-11-10 00:09:19,bbc,dozen men women line dark suit front enorm sign read cop pari right middl uk thenprim minist david cameron grin wide stand besid futur king charl iii front china xi jinp far right us presid barack obama deep convers someon cut frame mani leader line day difficult photograph captur far cri famili photograph taken thursday year lineup cop summit brazil xi modi noshow along leader around countri notabl absent us presid donald trump fact trump administr exit process entir said send highlevel offici year rais question twoweeklong multin gather mani leader arent christiana figuer former head un climat process whose leadership pari agreement struck said last year gather cop process fit purpos golden era multilater diplomaci agre joss garman former climat activist head new think tank call loom climat polit ever captur control econom benefit new energi industri tell carbon dioxid emiss still rise even meet aim bring cop make differ first day back offic trump use trademark marker pen withdraw us pari agreement un treati nation agre work togeth tri keep global warm c climat chang greatest con job ever perpetr world told un gener assembl septemb dont get away green scam countri go fail roll back restrict oil ga coal sign billion dollar tax break fossil fuel firm open feder land extract plu trump team call govern around world abandon pathet renew energi programm buy us oil ga case risk punit tariff dont japan south korea well europ agre buy ten billion us hydrocarbon object clear trump say want make us number one energi superpow world meanwhil set dismantl predecessor joe biden clean energi agenda subsidi tax break wind solar slash permit withdrawn project cancel research fund cut wind power unit state subsidis year isnt enough us energi secretari chri wright said ask explain administr polici met septemb youv got abl walk year subsidi john podesta senior advis climat obama biden see differ unit state take wreck ball clean energi argu theyr tri take us back th centuri th last month landmark deal would cut global ship emiss abandon us along saudi arabia succeed end talk mani support cop talk concern happen us path lead countri diall commit anna aberg research fellow chatham hous environ societi centr describ cop take place realli difficult polit context given trump posit think import ever cop send kind signal world still govern busi institut act climat chang trump strategi put us collis cours china also work decad domin world energi suppli clean technolog clean technolog drove roughli china econom growth accord climat websit carbon brief slight slowdown last year renew account quarter new growth make entir economi like trump america china engag intern well beyond particip cop take entir energi model global split transform climat debat one pit world two superpow control essenti industri earth leav uk europ well major emerg power like india indonesia turkey brazil caught middl speak year confer sourc govern major develop countri said thing theyr terrifi biggest seen criticis trump presid european commiss ursula von der leyen warn last month europ must repeat term mistak past lose anoth strateg industri china call loss europ solar manufactur base cheaper chines rival cautionari tale must forget european commiss forecast market renew clean energi sourc grow bn bn trillion tn within decad want europ captur least ambit may come late china alreadi world cleantech superpow say li shuo director china climat hub asia polici institut domin solar wind ev advanc batteri technolog say virtual unassail liken tri beat chines nation team tabl tenni want surpass china get act togeth year ago want hope china produc world solar panel similar share advanc batteri ev wind turbin phenomen low price eu recent move rais tariff chines ev reflect scale dilemma open market europ car industri could collaps close green target may met restrict chines access market may slow emiss reduct say joss garman argu ignor question econom secur job nation secur risk undermin public polit support entir climat effort shift direct global polit prioriti anna aberg say expect cop becom annual forum hold account countri organis someth believ remain import role gather brazil follow acknowledg un secretarygener antnio guterr c target set pari breach said repres deadli neglig part world commun last year hottest ever record lead climat scientist said june earth could breach c littl three year current level carbon dioxid emiss yet peopl question need annual gather think need one big cop everi five year im sure cop say michael liebreich founder energi consult bloomberg new energi financ host green energi podcast clean cant expect politician go make commit need time industri develop thing happen need real economi catch believ would much product discuss happen smaller meet focus remov barrier clean energi also believ issu like implement need discuss place deem relev like wall street peopl actual fund stuff oppos edg brazilian rainforest even import negoti year cop among thing aim get agreement multibilliondollar fund support world rainforest like amazon congo basin michael jacob advis gordon brown climat polici polit professor sheffield univers believ continu collect support process crucial big polit messag donald trump tri undermin collect process also messag busi continu invest decarbonis govern continu enact climat polici uk energi secretari ed miliband believ meet deliv real progress get countri engag tackl climat chang enact polici made renew revolut possibl dri complic anguish tire say absolut necessari mani howev accept strong argument intern gather scale ultim howev real choic underli mani nation attend simpli come extent align chinal clean energi revolut doubl fossil fuelsfirst agenda mani observ say process decarbonis go less multicountri commit cop past far bigmoney deal individu countri look ahead year summit cop may well play futur
2025-11-28 07:57:44,bbc,japanes court rule countri ban samesex marriag constitut buck trend set court around countri rais hope marriag equal japan rule met disappoint plaintiff legal team gather outsid tokyo courthous japan g countri fulli recognis samesex coupl offer clear legal protect outlier asia taiwan thailand nepal offer samesex marriag ayumi higashi judg deliv verdict said law samesex marriag first deliber parliament newspap mainichi report outsid tokyo courthous friday plaintiff lawsuit legal team held sign read unjust verdict local media report shino kawachi one plaintiff told local media rule difficult comprehend justic court even watch us consid next gener told local media partner hiromi hatogai said extrem outrag wonder judiciari side ad would keep fight amnesti intern describ rule damag step backward samesex marriag japanes govern need proactiv move toward legalis samesex marriag coupl fulli enjoy marriag right heterosexu counterpart right group east asia research boram jang said statement verdict friday last among six high court rule samesex marriag lawsuit file court across countri sapporo osaka fukuoka among five found ban unconstitut though reject plaintiff compens claim friday rule tokyo high court mark except seri verdict ad weight push samesex marriag legalis japan case next taken suprem court
2025-12-07 15:55:51,bbc,russia welcom us presid donald trump new nation secur strategi call larg consist moscow vision page document suggest europ face civilis erasur cast russia threat us combat foreign influenc end mass migrat reject eu perceiv practic censorship mention prioriti report sever eu offici analyst push back strategi question focu freedom express liken languag use kremlin adjust see larg consist vision kremlin spokesperson dmitri peskov said interview publish russia state news agenc tass sunday consid posit step said ad moscow would continu analys document draw strong conclus strategi adopt softer languag toward russia eu offici worri could weaken stanc toward moscow push end war ukrain document eu blame block us effort end conflict say us must reestablish strateg stabil russia would stabilis european economi appear endors effort influenc polici contin note us polici prioritis resist europ current trajectori within european nation new report also call restor western ident claim europ unrecognis year less econom issu eclips real stark prospect civilis erasur far obviou whether certain european countri economi militari strong enough remain reliabl alli document state stark contrast document celebr influenc patriot european parti say america encourag polit alli europ promot reviv spirit eu engag ongo talk trump administr set peac deal ukrain offici emphasis last relationship us rais question document us remain import alli nato allianc allianc howev focus address secur polici issu german foreign minist johann wadephul said friday believ question freedom express organis free societi belong strategi case least come germani social media post address american friend polish prime minist donald tusk said europ closest alli problem note common enemi reason strategi common secur unless someth chang meanwhil former swedish prime minist carl bildt wrote document place right extrem right trump administr foster link classifi extrem right german intellig promot america first messag strategi say us intend target alleg drugtraffick boat caribbean sea eastern pacif ocean consid possibl militari action venezuela us also call increas defenc spend japan south korea australia taiwan democrat congress warn document could shatter us foreign relat repres jason crow colorado sit hous committe overse intellig arm forc call strategi catastroph america stand world new york repres gregori meek said discard decad valuebas us leadership follow twist turn trump second term north america correspond anthoni zurcher weekli newslett reader uk outsid uk
2025-11-29 09:15:27,bbc,two member kent weightlift club prepar take part first ever contest age david walli rachel glenni train bodi mentor hildenborough take part south east powerlift contest maidston sunday mr walli attempt deadlift kg lb part competit said elder two granddaught train understand wife think must mad support come sunday grandmoth rachel glenni took weightlift deal back issu convinc trainer build strength would help said thing wonder muscl still enabl walk around strongli keep children grandchildren dog one son also weight train he im way ahead still
2025-11-20 08:23:24,bbc,chip giant nvidia report strongerthanexpect revenu eas investor concern heavi artifici intellig ai spend unsettl market compani said revenu three month octob jump bn driven demand chip use ai data centr sale divis rose bn fourthquart sale forecast rang bn also top estim send share nvidia higher afterhour trade there lot talk ai bubbl vantag point see someth differ said chief execut jensen huang statement mr huang said sale ai blackwel system chart cloud gpu graphic process unit sold excel everi phase ai nvidia world valuabl compani make chip crucial ai data centr seen bellweth ai boom latest result even attent usual wall street amid mount concern ai stock overvalu fear may persist despit blockbust result fear fuell four consecut daili drop sp index lead wednesday question swirl return ai invest benchmark index fallen nearli far novemb analyst compar surg ai stock dotcom boom late saw valu earli internet compani soar amid wave optim thennew technolog bubbl burst earli collaps share price led compani go bust also hit valu peopl save includ pension fund bar high head nvidia result adam turnquist chief technic strategist lpl financi said question whether compani would beat expect much matt britzman senior equiti analyst hargreav lansdown said ai valuat domin news feed nvidia go busi style said valuat certain area ai sector need take breather nvidia camp mr huang previous said expect bn ai chip order next year investor look detail compani expect revenu come fruition plan fulfil order colett kress nvidia chief financi offic told analyst compani would probabl take order top bn alreadi announc also express disappoint regulatori limit stymi compani abil export chip china say us must win support everi develop includ china said nvidia commit continu engag american chines govern earlier wednesday ussaudi invest forum washington mr huang join elon musk announc massiv data centr complex saudi arabia musk ai compani xai first custom facil outfit hundr thousand nvidia chip wall street journal report us commerc depart approv sale advanc ai chip stateback compani saudi arabia unit arab emir revers earlier decis agreement broker follow talk us presid donald trump saudi arabia crown princ moham bin salman visit white hous week titan technolog sector ramp spend ai rush reap benefit boom push stock record high earn report meta alphabet microsoft last month firm shell everyth data centr chip sundar pichai head googl parent firm alphabet growth ai invest extraordinari moment irration current ai boom comment came amid warn industri leader simon french chief economist panmur liberum said parallel dotcom bubbl year ago issu much big cash gener compani like nvidia wider part tech ecosystem quit lot isnt current profit told bbc today programm nvidia heart web deal among key player ai space openai anthrop xai deal drawn scrutini circular natur ai firm increasingli invest one anoth agreement includ nvidia firm behind chatgpt eileen burbidg tech investor found partner passion capit told today programm lot fuell sceptic concern bubbl seen lot circular deal go wherebi nvidia commit invest compani turn commit invest nvidia commit buy nvidia chip goe round round mayb one two peopl insid circl ye compani seem deal go back forth
2025-11-10 00:17:37,bbc,probabl dont give much thought devic your read articl long look good keep work element power run subject escal struggl world two biggest economi us china african countri eye storm african contin rich critic miner metal like lithium rare earth cobalt tungsten vital make run person tech materi also essenti everyth electr vehicl ai data centr weapon system china long global market critic miner metal signific reserv home access suppli oversea thank major invest foreign mine oper particularli africa beij also built domin posit come process global suppli rattl us threat curb export that lent ad urgenc us move increas access critic miner metal african reserv seen key mission much case us actual quietli overtaken china biggest foreign direct investor africa us invest bn bn across africa compar bn china accord china africa research initi john hopkin univers access offici data mark first time sinc us regain lead american invest led govern agenc call us intern develop financ corpor dfc set presid trump first term offic shi say mission take beij dfc say websit establish mean invest mean african firm countri beneficiari last year rwandan mine compani triniti metal dfc help develop three mine own countri produc tin tantalum tungsten us govern support weve look bring suppli chain directli unit state say compani chairman shawn mccormick triniti send tungsten rwanda process plant pennsylvania also struck deal send rwandan tin smelter pennsylvania mr mccormick deni fund washington influenc compani decis send suppli us us govern said ceo could pleas get tungsten america decis player commerci market triniti own rwandan govern irish critic miner invest firm techmet also sharehold mr mccormick add mine oper africa use untrain worker oper danger condit triniti follow highest standard shown way produc materi conflict free child labour free way professionalis that pay tax respect commun environ creat job opportun sepo haihambo economist former execut bank group fnb namibia say african nation must assert stand nation interest negoti us entiti shouldnt expect favour expect american show negoti propos claus africa best interest africa behalf would unrealist say africa realli need prepar engag realli clear outcom want ms haihambo add african govern expand away simpl cash miner deal there opportun look differ framework instead say could look product share agreement joint ventur model local equiti particip ultim creat opportun african countri creat mayb sovereign wealth fund invest development area like educ healthcar etc also want see process miner metal done africa rather simpli export ore oversea would financi lucr one us compani build critic miner metal refineri africa reelement africa subsidiari us group american resourc reelement africa south africa gauteng provinc extrem reward realis could partner countri africa put refin facil alongsid resourc mine project could actual captur valu upskil labour build economi around zone lay foundat industri develop say ben kincaid ceo reelement africa howev prof lee branstett intern economist carnegi mellon univers pittsburgh say us miss trick argu trump trade tariff african nation reduc enthusiasm us across contin time subsaharan african nation complain chines invest benefit local popul enough current administr indiscrimin slap tariff larg number african countri appar reason unit state would probabl better posit benefit african disaffect chines project say prof branstett go forward us china may also see increas competit africa other add ms haihambo point increas interest contin countri brazil india japan
2025-11-07 08:00:25,bbc,china advanc aircraft carrier fujian enter servic day grand commiss ceremoni overseen chines leader xi jinp state media said fujian countri third aircraft carrier equip electromagnet catapult allow plane launch higher speed entri activ duti mark signific step forward beij world largest navi term sheer number ship china expand navi breakneck speed xi put pressur unit state alli keep fujian launch three differ type aircraft electromagnet catapult flat flight deck accord state media domesticallybuilt vessel carri plane heavier weapon fuel load strike enemi target greater distanc make power china first two carrier liaon shandong state media hail fujian major mileston develop china navi us countri world aircraft carrier electromagnet catapult system fujian fujian commiss ceremoni held southern hainan provinc wednesday xi tour ship deck hear detail perform sea state media claim xi person made decis adopt electromagnet catapult technolog report also said xi spoke sailor line along flight deck dock salut shout unison follow parti command fight win uphold fine conduct
2025-12-02 06:02:35,bbc,even dam collaps lamec feel safe work copper mine work protect gear get damag alway replac tell us take risk use talk bbc car quiet backroad near villag northern zambia nervou speak us public use real name fear speak press might cost livelihood turn shift one day februari tell us found one dam chineseown mine close tail dam use store toxic byproduct copper mine process includ heavi metal like arsen mercuri lead collaps tributari connect kafu zambia longest river major drink water sourc least tonn acid debri spill surround waterway farmland accord govern environmentalist howev claim much million tonn spill one expert say full cleanup could take longer decad spill kill fish around town chambishi kitw made water undrink destroy crop farmer told bbc fear raini season start heavi metal still sit mud infiltr land waterway caus second wave pollut toxic metal caus kidney damag cancer well gastric intestin issu could carri downstream capit lusaka say dr mween himwiinga senior lectur zambia copperbelt univers chines embassi lusaka disput scale damag told bbc welcom establish independ investig incid zambian govern said report pollut contain confin area water acid level return normal limit ongo check show last publichealth risk lamec like countri zambia find difficult posit mine own sinomet leach zambia subsidiari chines stateown firm creat accord chines sourc job chines compani like provid job much need revenu africa although us recent becom biggest foreign investor across contin china still one largest investor africa rich miner metal industri least zambia copperbelt provinc scene dam collaps job creat chines compani across zambia accord chines embassi invest china estim worth bn bn last year sign close link two countri chines premier li qiang visit zambia late last month ahead g leader summit south africa china also accus neocoloni critic argu infrastructur loan trap african countri unmanag debt doesnt upskil local worker prefer bring instead focu miner extract sometim come expens safeguard environ septemb farmer file bn bn lawsuit sino metal nfc africa chines firm own land mine one biggest environment lawsuit zambia histori farmer alleg spillag alreadi affect household say dam collaps caus number factor includ engin failur construct flaw oper mismanag lawsuit seen test case much african countri hold china account wrongdo territori eye case say prof stephen chan univers london school orient african studi huge extent damag caus huge extent careless obvious involv peopl found hard believ first someth scale happen add chines embassi zambia say sino metal cooper fulli investig incid compens paid household staff site continu employ receiv salari despit sixmonth paus mine analyst howev argu incid show zambia need prioritis safeti sustain nation interest deal chines compani power dynam could complic estim bn debt bn zambia owe china debt hamper zambian govern abil deal crisi insist perman secretari green economi environ dr douti chibamba treat china kid glove told bbc rare sitdown interview dont care whether owe that issu zambia alon owe money chines african countri believ sign bn bn worth loan chines lender copperbelt provinc lamec tell us realli broken spill affect famili told waterway acid suppos use water two week spill lamec say famili werent allow use local water spray lime help reduc acid took job dam say way make live feel conflict work copper mine econom backbon region centuri metal make zambia export account gdp industri set grow plan tripl product zambia accord plan laid govern last year villag twalima struggl grow anyth sinc spill say farmer abigail namtow frederick bwalya farm main sourc food incom ms namtow famili six yearold daughter hungri malnourish told us ive tri grow maiz ive tri everyth hunger wont kill child much mr bwalya live twalima year strong energet meet work farm tend daili farm go well soil clean say also describ sever pain leg wont go away make difficult move doctor say contamin water could caus add sino metal promis build borehol away contamin stream bottom farm say hasnt happen yet believ water deeper underground would safer stream use teem fish say mr bwalya neighbour ad sinc spill havent bbc ask sino metal alleg promis build borehol land affect farmer also put lamec alleg feel safe work compani firm respond fifti kilometr mile away frederick bwalya villag kamwatimpa saw schoolchildren swim tributari kafu river mother still worri pollut said told children go water govern say sampl site across copperbelt provinc septemb concentr heavi metal within nation safe limit raini season taken hold power stop second wave pollut seep soil carri heavi metal river rest countri hand govern sino metal cleanup delay issu consult hire assess damag sino metal dr chibamba told bbc ask work hadnt done earlier meanwhil dr himwiinga warn failur deal situat may catastroph heavi metal could year effect could felt long period time farmer reli water irrig crop say accord research carri copperbelt univers could go even year unless remedi effort put place zambian govern say awar instruct sino metal put mitig place stop secondari pollut includ plant tree bring level pollut air soil well spread lime reduc acid measur current implement accord author sino metal might pay full assess area made say govern time spill compani pledg compens affect commun restor environ financi payment alreadi made local copperbelt told us receiv much compens sino metal other said got littl compani one contract saw suggest local sign away entitl compens accept initi payment presenc second superpow countri may help zambian govern get even money sino metal accord prof stephan chan unit state also court southern african countri econom polit zambian copper import global transit cleaner energi high demand well reserv anoth metal cobalt use electr car batteri chines dont much leverag zambia foreign polici also speak american say prof chan last thing chines want drive zambian closer american total trade zambia us worth estim recent sign countri becom closer diplomat region comment suggest us may turn zambia prefer alli southern africa increas tension neighbour south africa african countri includ zambia choos work differ superpow meet need prof chan say africa taken ride africa come age becom player world differ actor world african govern alway get right say howev someth get right begin africa becom fulli integr complex world make mistak kind mistak countri everywher make part china deni take advantag zambia told bbc grossli unfair characteris beij relationship african countri neocoloni zambia would agre chines investor chines commun whole bring countri much need capit technolog skill train opportun job creation manageri expertis best blend lawabid respons player statement chines embassi lusaka say would grossli unfair label chinazambia chinaafrica cooper neocoloni base opinion neglect larger pictur winwin cooper china zambia wider africa
2025-11-28 08:59:32,bbc,ticket price louvr museum pari rise noneuropean union visitor museum board decid thursday earli next year tourist countri like us uk china pay enter museum price hike expect rais million euro annual fund overhaul famou galleri museum secur manag face critic sinc fourperson gang stole jewelleri worth fled within minut offici audit museum publish shortli heist highlight institut inadequ secur system age infrastructur januari visitor countri outsid european econom area group includ eu member state iceland norway liechtenstein pay extra enter world visit museum noneu visitor group accredit guid also pay start next year louvr told bbc price hike expect rais year support museum modernis plan ad louvr receiv nearli million visitor last year major come abroad tenth visitor us around china accord museum longstand call address museum capac accommod crowd visitor often complain congest galleri long queue januari french presid emmanuel macron louvr announc improv museum suggest higher fee noneu resid macron also said deal overcrowd louvr daili visitor flock see leonardo da vinci masterpiec crowd squeez sall de tat galleri mona lisa display leav visitor moment view paint snap photo louvr also renov area museum add new amen like toilet restaur upgrad project cost sever hundr million euro earlier month louvr announc closur galleri showcas greek ceram investig octob heist found museum spent significantli buy new artwork far less mainten restor
2025-12-02 09:52:28,bbc,onlin retail shein temu face increas pressur us two senior politician push investig includ claim forc labour intellectu properti ip theft texa state attorney gener ken paxton launch probe alleg forc labour use unsaf materi shein nation level senat tom cotton call feder investig possibl ip theft shein temu label communist chines platform shein said took concern rais busi practic serious temu immedi respond comment shein said statement would cooper investig welcom construct engag paxton said respons cotton letter compani continu invest protect right design worldwid constantli improv intern process better protect creator said shein retail headquart singapor good sold platform made china found letter us attorney gener pam bondi monday cotton senior republican arkansa said million packag china sit us warehous washington chang rule lowcost shipment august global tariff exempt wide use buyer lowcost good chang subject shipment levi stricter custom check new regul give depart justic homeland secur golden opportun act said cotton key alli trump vocal critic china design small american brand accus shein systemat copi origin creation often day launch sell fraction price said cotton also accus temu carri sophist decept fake platform hundr million user cotton cite found signific proport item research bought shein temu like counterfeit separ paxton texa said numer report rais seriou concern shein alleg relianc forc labour claim use unsaf materi decept market brand scrutini environment impact fastfashion busi site republican lawyer said investig assess shein practic violat texa law allegedli use hazard materi misl consum ethic sourc probe also examin shein data collect practic ad allow cheap danger foreign good flood america jeopardis health said paxton onlin shein also face call european union curb sale childlik sex doll weapon thirdparti marketplac place temu also investig franc spread harm content access young peopl shein firm fire paxton like cotton close alli us presid donald trump deceiv parent danger platform said pose young gamer roblox deni claim said base misrepresent onlin game platform
2025-11-28 09:47:59,bbc,hong kong deadliest fire year rip highris public hous complex citi northeast week kill least peopl dozen remain miss peopl confirm injur bodi yet identifi last flame extinguish highris block smoulder citi urban skylin attent turn caus deadli fire factor allow rapidli spread mani hong konger describ manmad disast author attribut feroc blaze styrofoam place outsid window apart block also note fire alarm eight hous block found work effect three men arrest suspicion manslaught connect fire accord local media report investig launch initi caus blaze still unclear know far blaze broke wang fuk court larg hous complex hong kong tai po district local time wednesday gmt wang fuk court consist eight tower block storey high seven affect fire tai po district councillor mui siufung told bbc chines built tower block undergo renov fire broke tai po residenti district northern part hong kong near citi shenzhen chines mainland complex provid apart resid accord govern censu nearli peopl live wang fuk court hous complex least older accord latest censu live subsidis public hous estat sinc built caus fire unknown hong kong secur chief tang pingkeung friday attribut rapid spread styrofoam place outsid window apart block preliminari investig previous found blaze escal unusu fast polic reveal mesh materi plastic sheet believ fireproof found outsid build polic arrest three men age suspicion manslaught connect deadli blaze two director construct firm engin consult polic spokesperson thursday said investig look alleg action failur act firm top offici reason believ charg compani grossli neglig led accid caus fire spread uncontrol result major casualti said spokesperson author friday note check fire alarm eight block found work effect confirm prior report resid said sound blaze broke hong kong deadliest fire least year within minut first report declar level four alarm rais level five highest sever three half hour later local media earlier report explos could heard insid build fire hose could easili reach higher level feroc heat prevent firefight enter build offici told report friday even fire put section build remain c f citi fire depart thursday said combin high temperatur risk scaffold collaps small crowd interior apart made rescu oper difficult hong kong wellknown tini dens pack innerc dwell mani public rental hous tenant averag live space squar metr unclear mani peopl wang fuk court fire broke hundr evacu temporari shelter alloc emerg hous unit firefight took part rescu oper sustain injuri respons author said fire engin also mobilis ambul dispatch among dead firefight ho waiho servic sha tin fire station nine year fire servic say lost contact local time half hour later found collaps taken hospit declar dead shortli profoundli griev loss dedic gallant fireman said andi yeung director fire servic one resid mr chung told bbc got panick phone call wednesday afternoon wife say couldnt get flat cat rush home work find storey build flame black smoke billow mr chung said wife kept call anxiou scare told faint smoke got thicker thicker probabl faint mr chung told bbc chines thursday eye red tear dare call given hour pass sinc spoke brace worst pass away cat love said break tear wife one famili didnt go work school wednesday accommod resid evacu govern said south china morn post report one tung cheong street sport centr full resid direct shelter anoth kwong fuk commun hall road hous estat deem unsaf evacue move anoth shelter away bbc chines report gemini cheng saw elderli resid use walk stick wheelchair arriv shelter least peopl take shelter temporari facil news agenc afp report quot lee six school tai po remain close thursday educ bureau announc emerg monitor support centr oper manag impact fire secur secretari tang pingkeung said statement hotlin public ask casualti set hong kong polic tower block wang fuk court cover bamboo scaffold green construct net right rooftop undergo renov mention earlier author attribut quick spread fire materi use renov mesh net plastic sheet styrofoam still unclear fire began matter caus proper net build exterior would key prevent spread jason poon chairman construct ngo chinat monitor told news outlet initium media substandard net could caus fire spread rapidli ad anoth engin told initium media believ vast major mesh net use construct across hong kong made fireretard materi cardboard debri paint thinner also often found scaffold along dri weather could hasten spread fire engin said one fire safeti expert bbc spoke said bamboo scaffold common part citi urban landscap also play part fan flame author mention scaffold caus fuell rapid spread fire local media report march said govern develop bureau tri phase use bamboo safeti concern push toward use metal instead bamboo came spate scaffoldingrel death hong kong although report said caus fall safeti failur rather fire professor jiang lime hong kong polytechn univers also note block wang fuk court rel old built glass window fire resili modern build doubl pane glass window one perhap use singl pane make easi broken flame flame penetr facad
2025-11-19 15:53:52,bbc,dutch govern suspend intervent nexperia chineseown chipmak base netherland follow talk china hagu seriou govern shortcom concern european suppli semiconductor car electron good respons beij block export firm chip howev wednesday dutch govern said would halt origin decis follow construct talk beij china said welcom move ad first step right direct toward proper resolut nexperia major supplier basic comput chip car industri shortag threaten global suppli chain shortag comput chip use variou electron good car would huge impact abil manufactur make product decis dutch govern eas tension european union china mount recent month trade beij relationship russia vincent karreman econom affair minist said consid right suspend action made good avail act ahead talk chines govern posit measur alreadi taken chines author ensur suppli chip europ rest world said statement dutch govern said origin invok act follow concern action attribut nowsuspend ceo involv improp transfer product asset fund technolog knowledg foreign entiti action ran counter interest compani sharehold dutch european strateg autonomi secur suppli said octob dutch court order remov exnexperia ceo wingtech founder zhang xuezheng cite alleg mismanag dutch govern ad decis aim prevent situat chip could becom unavail emerg decemb last year us govern place wingtech own nexperia socal entiti list identifi compani nation secur concern regul us compani bar export americanmad good busi list unless special approv uk nexperia forc sell silicon chip plant newport mp minist express nation secur concern current own uk facil stockport follow dutch govern revers beij acknowledg move said still step away address root caus global semiconductor suppli chain turmoil chao furthermor erron rule corpor court spearhead dutch ministri econom affair strip wingtech control nexperia remain key obstacl resolv issu ad wingtech said fight decis follow latest move spokesperson wingtch said compani strongli reject alleg chief execut date proof provid ad dutch govern sincer solv problem ministri file letter enterpris chamber explicitli withdraw support proceed proceed form threat continu nexperia bv therefor econom secur netherland europ exact argument dutch govern made previous support judici intervent
2025-12-02 15:54:45,bbc,anim studio behind wallac gromit chicken run shaun sheep celebr year busi major new exhibit home citi bristolbas aardman studio fame stopmot clay model anim found school friend david sproxton peter lord crack exhibit gromit year aardman bristol due take shed next summer behindthescen look creativ process icon charact celebr studio deeproot connect citi ngaio hardinghil aardman said import year aardman anniversari would never complet without celebr home citi programm experi shed bristol museum art galleri real highlight celebr import bristol peopl creativ connect studio last year ad part collabor aardman treasur also hidden throughout bristol museum art galleri bristol museum head cultur philip walker said absolut delight work aardman excit collabor brilliant celebr bristol creativ spirit tribut imagin humour aardman share world half centuri said cant wait showcas year clay creativ crack adventur first wallac gromit film grand day follow wrong trouser close shave curs wererabbit matter loaf death studio recent film vengeanc fowl saw return evil penguin feather mcgraw pick two gong bafta award ceremoni also nomin oscar
2025-11-27 15:03:14,bbc,get closer heat rise feel smoke realli heavi student thoma liu one mani peopl drawn scene deadli fire tore much eightblock wang fuk court hous complex hong kong tai po district least peopl die far devast blaze began wednesday hundr still miss number expect rise caus yet known three construct compani execut arrest suspicion manslaught connect flammabl materi includ mesh plastic sheet may allow fire spread quickli disast thoma said fire tell bbc seen bodi taken away mani peopl sent us whatsapp messag call us say still rel insid cant find mui siufung councillor tai po district told bbc chines thousand peopl forc evacu estat flame spread head centr set hous polic also move peopl nearbi build fire gradual contain offici said know would fulli extinguish flame could seen come individu apart mani peopl watch silenc one woman said friend live insid build wait hear manag get harri cheung live block two wang fuk court complex year told reuter heard loud nois saw fire erupt nearbi block immedi went back pack thing yearold resid said dont even know feel right im think im go sleep tonight probabl wont abl go back home woman sixti whose surnam kam live adjac kwong fuk estat told south china morn post scmp sever friend live wang fuk court account one friend daili afternoon nap may sleep fire broke local time gmt ms kam said ad woman daughter yet abl contact anoth resid yearold jason kong told reuter neighbour call said still trap insid one tower block devast mani neighbour friend know go anymor look apart burn know hope govern help us settl elderli woman live one affect block told bbc home fire broke worri apart insur im upset home go said caus fire engulf multipl highris block unknown polic say mesh materi plastic sheet found outsid build believ fireproof styrofoam also found build window materi may caus fire spread quickli said polic peopl express anger massiv fire could happen criticis respons there wildfir deploy helicopt drop water bomb deploy leav build burn ms poon anoth resid wang fuk court sixti ask commun close fire station thought fire could put soon fire spread im disappoint told scmp ms poon note given instruct govern seek help bbc spoke tai po resid brought suppli victim affect resid includ dozen blanket heat pack hong kong chief execut john lee said govern depart assist resid affect fire ask feel fire resid said govern incompet immens heartbroken dont want see casualti said one
